timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1762914987081,86,HTTP Request-0,301,Moved Permanently,Thread Group 1-11,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,86,0,43
1762914987167,231,HTTP Request-1,200,OK,Thread Group 1-11,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,231,0,104
1762914987111,292,HTTP Request,200,OK,Thread Group 1-12,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,88,0,44
1762914987111,88,HTTP Request-0,301,Moved Permanently,Thread Group 1-12,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,88,0,44
1762914987200,203,HTTP Request-1,200,OK,Thread Group 1-12,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,203,0,82
1762914987140,306,HTTP Request,200,OK,Thread Group 1-13,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,47
1762914987140,92,HTTP Request-0,301,Moved Permanently,Thread Group 1-13,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,47
1762914987233,213,HTTP Request-1,200,OK,Thread Group 1-13,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,213,0,91
1762914987167,308,HTTP Request,200,OK,Thread Group 1-14,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,89,0,44
1762914987167,89,HTTP Request-0,301,Moved Permanently,Thread Group 1-14,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,89,0,44
1762914987256,219,HTTP Request-1,200,OK,Thread Group 1-14,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,219,0,99
1762914987199,311,HTTP Request,200,OK,Thread Group 1-15,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,94,0,47
1762914987199,94,HTTP Request-0,301,Moved Permanently,Thread Group 1-15,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,94,0,47
1762914987293,217,HTTP Request-1,200,OK,Thread Group 1-15,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,217,0,94
1762914987228,320,HTTP Request,200,OK,Thread Group 1-16,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987228,91,HTTP Request-0,301,Moved Permanently,Thread Group 1-16,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987319,229,HTTP Request-1,200,OK,Thread Group 1-16,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,229,0,98
1762914987257,318,HTTP Request,200,OK,Thread Group 1-17,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,96,0,48
1762914987257,96,HTTP Request-0,301,Moved Permanently,Thread Group 1-17,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,96,0,48
1762914987353,222,HTTP Request-1,200,OK,Thread Group 1-17,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,222,0,97
1762914987291,304,HTTP Request,200,OK,Thread Group 1-18,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,89,0,44
1762914987291,89,HTTP Request-0,301,Moved Permanently,Thread Group 1-18,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,89,0,44
1762914987380,215,HTTP Request-1,200,OK,Thread Group 1-18,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,215,0,92
1762914987320,306,HTTP Request,200,OK,Thread Group 1-19,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987320,91,HTTP Request-0,301,Moved Permanently,Thread Group 1-19,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987411,215,HTTP Request-1,200,OK,Thread Group 1-19,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,215,0,93
1762914987349,296,HTTP Request,200,OK,Thread Group 1-20,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,88,0,43
1762914987349,88,HTTP Request-0,301,Moved Permanently,Thread Group 1-20,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,88,0,43
1762914987437,208,HTTP Request-1,200,OK,Thread Group 1-20,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,208,0,85
1762914987376,311,HTTP Request,200,OK,Thread Group 1-21,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,97,0,48
1762914987376,97,HTTP Request-0,301,Moved Permanently,Thread Group 1-21,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,97,0,48
1762914987473,214,HTTP Request-1,200,OK,Thread Group 1-21,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,214,0,90
1762914987407,296,HTTP Request,200,OK,Thread Group 1-22,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987407,90,HTTP Request-0,301,Moved Permanently,Thread Group 1-22,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987498,205,HTTP Request-1,200,OK,Thread Group 1-22,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,205,0,84
1762914987470,285,HTTP Request,200,OK,Thread Group 1-24,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987470,90,HTTP Request-0,301,Moved Permanently,Thread Group 1-24,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987560,195,HTTP Request-1,200,OK,Thread Group 1-24,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,195,0,83
1762914987440,318,HTTP Request,200,OK,Thread Group 1-23,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914987440,92,HTTP Request-0,301,Moved Permanently,Thread Group 1-23,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914987533,225,HTTP Request-1,200,OK,Thread Group 1-23,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,225,0,96
1762914987500,307,HTTP Request,200,OK,Thread Group 1-25,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,85,0,42
1762914987500,85,HTTP Request-0,301,Moved Permanently,Thread Group 1-25,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,85,0,42
1762914987585,222,HTTP Request-1,200,OK,Thread Group 1-25,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,222,0,99
1762914987530,302,HTTP Request,200,OK,Thread Group 1-26,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987530,90,HTTP Request-0,301,Moved Permanently,Thread Group 1-26,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987620,212,HTTP Request-1,200,OK,Thread Group 1-26,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,212,0,92
1762914987559,310,HTTP Request,200,OK,Thread Group 1-27,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,44
1762914987559,90,HTTP Request-0,301,Moved Permanently,Thread Group 1-27,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,44
1762914987650,219,HTTP Request-1,200,OK,Thread Group 1-27,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,219,0,90
1762914987591,293,HTTP Request,200,OK,Thread Group 1-28,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,94,0,46
1762914987591,94,HTTP Request-0,301,Moved Permanently,Thread Group 1-28,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,94,0,46
1762914987686,198,HTTP Request-1,200,OK,Thread Group 1-28,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,198,0,82
1762914987620,302,HTTP Request,200,OK,Thread Group 1-29,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,96,0,46
1762914987620,96,HTTP Request-0,301,Moved Permanently,Thread Group 1-29,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,96,0,46
1762914987716,206,HTTP Request-1,200,OK,Thread Group 1-29,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,206,0,86
1762914987682,312,HTTP Request,200,OK,Thread Group 1-31,text,true,,1242,314,12,12,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987682,91,HTTP Request-0,301,Moved Permanently,Thread Group 1-31,text,true,,605,157,12,12,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987773,221,HTTP Request-1,200,OK,Thread Group 1-31,text,true,,637,157,12,12,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,221,0,96
1762914987711,303,HTTP Request,200,OK,Thread Group 1-32,text,true,,1242,314,12,12,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987711,90,HTTP Request-0,301,Moved Permanently,Thread Group 1-32,text,true,,605,157,12,12,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914987802,212,HTTP Request-1,200,OK,Thread Group 1-32,text,true,,637,157,12,12,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,212,0,89
1762914987741,288,HTTP Request,200,OK,Thread Group 1-33,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,83,0,42
1762914987741,83,HTTP Request-0,301,Moved Permanently,Thread Group 1-33,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,83,0,42
1762914987824,205,HTTP Request-1,200,OK,Thread Group 1-33,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,205,0,86
1762914987770,304,HTTP Request,200,OK,Thread Group 1-34,text,true,,1242,314,12,12,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,95,0,48
1762914987770,96,HTTP Request-0,301,Moved Permanently,Thread Group 1-34,text,true,,605,157,12,12,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,95,0,48
1762914987866,208,HTTP Request-1,200,OK,Thread Group 1-34,text,true,,637,157,12,12,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,208,0,89
1762914987649,450,HTTP Request,200,OK,Thread Group 1-30,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987649,91,HTTP Request-0,301,Moved Permanently,Thread Group 1-30,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987740,359,HTTP Request-1,200,OK,Thread Group 1-30,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,359,0,120
1762914987798,318,HTTP Request,200,OK,Thread Group 1-35,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,94,0,47
1762914987798,94,HTTP Request-0,301,Moved Permanently,Thread Group 1-35,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,94,0,47
1762914987892,224,HTTP Request-1,200,OK,Thread Group 1-35,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,224,0,100
1762914987827,299,HTTP Request,200,OK,Thread Group 1-36,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,81,0,41
1762914987827,81,HTTP Request-0,301,Moved Permanently,Thread Group 1-36,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,81,0,41
1762914987909,217,HTTP Request-1,200,OK,Thread Group 1-36,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,217,0,93
1762914987861,307,HTTP Request,200,OK,Thread Group 1-37,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,93,0,46
1762914987861,93,HTTP Request-0,301,Moved Permanently,Thread Group 1-37,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,93,0,46
1762914987955,213,HTTP Request-1,200,OK,Thread Group 1-37,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,213,0,93
1762914987891,310,HTTP Request,200,OK,Thread Group 1-38,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914987891,92,HTTP Request-0,301,Moved Permanently,Thread Group 1-38,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914987983,218,HTTP Request-1,200,OK,Thread Group 1-38,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,218,0,93
1762914987921,296,HTTP Request,200,OK,Thread Group 1-39,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,96,0,48
1762914987921,96,HTTP Request-0,301,Moved Permanently,Thread Group 1-39,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,96,0,48
1762914988017,200,HTTP Request-1,200,OK,Thread Group 1-39,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,200,0,84
1762914987951,319,HTTP Request,200,OK,Thread Group 1-40,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,98,0,49
1762914987951,98,HTTP Request-0,301,Moved Permanently,Thread Group 1-40,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,98,0,49
1762914988049,221,HTTP Request-1,200,OK,Thread Group 1-40,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,221,0,95
1762914987982,306,HTTP Request,200,OK,Thread Group 1-41,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914987982,91,HTTP Request-0,301,Moved Permanently,Thread Group 1-41,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914988073,215,HTTP Request-1,200,OK,Thread Group 1-41,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,214,0,92
1762914988011,300,HTTP Request,200,OK,Thread Group 1-42,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,83,0,41
1762914988011,83,HTTP Request-0,301,Moved Permanently,Thread Group 1-42,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,83,0,41
1762914988094,217,HTTP Request-1,200,OK,Thread Group 1-42,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,217,0,90
1762914988041,296,HTTP Request,200,OK,Thread Group 1-43,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,84,0,41
1762914988041,84,HTTP Request-0,301,Moved Permanently,Thread Group 1-43,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,84,0,41
1762914988125,212,HTTP Request-1,200,OK,Thread Group 1-43,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,212,0,91
1762914988071,293,HTTP Request,200,OK,Thread Group 1-44,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,89,0,43
1762914988071,89,HTTP Request-0,301,Moved Permanently,Thread Group 1-44,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,89,0,43
1762914988160,204,HTTP Request-1,200,OK,Thread Group 1-44,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,204,0,83
1762914988101,292,HTTP Request,200,OK,Thread Group 1-45,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,44
1762914988101,91,HTTP Request-0,301,Moved Permanently,Thread Group 1-45,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,44
1762914988192,201,HTTP Request-1,200,OK,Thread Group 1-45,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,201,0,82
1762914988126,311,HTTP Request,200,OK,Thread Group 1-46,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914988126,90,HTTP Request-0,301,Moved Permanently,Thread Group 1-46,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,90,0,45
1762914988216,221,HTTP Request-1,200,OK,Thread Group 1-46,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,221,0,97
1762914988160,304,HTTP Request,200,OK,Thread Group 1-47,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914988160,92,HTTP Request-0,301,Moved Permanently,Thread Group 1-47,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914988252,212,HTTP Request-1,200,OK,Thread Group 1-47,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,212,0,93
1762914988191,300,HTTP Request,200,OK,Thread Group 1-48,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,83,0,41
1762914988191,83,HTTP Request-0,301,Moved Permanently,Thread Group 1-48,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,83,0,41
1762914988274,217,HTTP Request-1,200,OK,Thread Group 1-48,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,217,0,91
1762914988221,290,HTTP Request,200,OK,Thread Group 1-49,text,true,,1242,314,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914988221,91,HTTP Request-0,301,Moved Permanently,Thread Group 1-49,text,true,,605,157,10,10,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
1762914988312,199,HTTP Request-1,200,OK,Thread Group 1-49,text,true,,637,157,10,10,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,199,0,81
1762914988251,316,HTTP Request,200,OK,Thread Group 1-50,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914988251,92,HTTP Request-0,301,Moved Permanently,Thread Group 1-50,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,92,0,46
1762914988344,223,HTTP Request-1,200,OK,Thread Group 1-50,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,223,0,98
1762914988281,309,HTTP Request,200,OK,Thread Group 1-51,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,93,0,46
1762914988281,93,HTTP Request-0,301,Moved Permanently,Thread Group 1-51,text,true,,605,157,11,11,http://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,93,0,46
1762914988374,216,HTTP Request-1,200,OK,Thread Group 1-51,text,true,,637,157,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,216,0,92
1762914988311,315,HTTP Request,200,OK,Thread Group 1-52,text,true,,1242,314,11,11,https://3zo6j8gdsb.execute-api.us-east-1.amazonaws.com/prod/test,91,0,45
